Case,TCGA-CS-4942,TCGA-CS-4943,TCGA-CS-5393,TCGA-CS-5394,TCGA-CS-6290,TCGA-CS-6665,TCGA-CS-6666,TCGA-DB-5273,TCGA-DB-5277,TCGA-DB-A4XB,TCGA-DB-A4XD,TCGA-DB-A4XF,TCGA-DB-A64X,TCGA-DB-A75L,TCGA-DB-A75O,TCGA-DH-5142,TCGA-DH-A66B,TCGA-DH-A66D,TCGA-DH-A7UT,TCGA-DH-A7UU,TCGA-DH-A7UV,TCGA-DU-7010,TCGA-DU-7298,TCGA-DU-7299,TCGA-DU-A5TP,TCGA-DU-A5TW,TCGA-DU-A6S7,TCGA-E1-5302,TCGA-E1-5303,TCGA-E1-5304,TCGA-E1-5305,TCGA-E1-5307,TCGA-FG-7636,TCGA-FG-8185,TCGA-FG-A6J3,TCGA-FG-A87N,TCGA-HT-7477,TCGA-HT-7479,TCGA-HT-7601,TCGA-HT-7686,TCGA-HT-7855,TCGA-HT-8106,TCGA-HT-8563,TCGA-HT-A5R7,TCGA-HT-A618,TCGA-HT-A74O,TCGA-HW-8319,TCGA-HW-8320,TCGA-HW-8321,TCGA-P5-A5EU,TCGA-P5-A5EZ,TCGA-P5-A72W,TCGA-P5-A72X,TCGA-S9-A6TS,TCGA-S9-A6U1,TCGA-S9-A6U6,TCGA-S9-A6U9,TCGA-S9-A6WG,TCGA-S9-A6WL,TCGA-S9-A6WN,TCGA-S9-A7IS,TCGA-S9-A7IZ,TCGA-S9-A7QW,TCGA-S9-A7QX,TCGA-S9-A7R4,TCGA-S9-A7R8,TCGA-S9-A89Z,TCGA-TM-A84F,TCGA-TM-A84I,TCGA-VV-A86M,TCGA-WY-A858
ETV1,858.9464261,923.0877427,650.976017,722.4133658,201.5422938,84.35158229,289.0737072,267.4857184,395.8487637,348.3185441,700.0439855,744.7755474,347.71298,477.5631154,50.04293152,644.7354409,422.543097,377.8090385,65.48165556,572.4015392,216.2997203,476.8652267,769.3674523,643.940615,266.5306476,571.7026164,321.4616399,788.9189099,164.8253747,2808.645012,744.6811985,441.0272632,1160.771286,336.9538546,139.3662802,218.7915992,499.2181652,153.5465485,447.6440056,753.9432239,369.6507903,164.5046681,158.989218,173.7320346,373.0691231,201.3523307,500.7989651,405.0591861,465.9398151,278.7270981,342.4906765,130.4449162,242.0329969,224.7657952,903.0958742,649.9244588,166.3916454,154.720076,75.5696741,48.55614444,356.6775553,219.6145011,481.1558085,434.7341031,521.7074567,832.9756589,278.2154773,99.52337673,726.721312,955.0749829,106.7604264
RPLP2,448.3376018,438.0556565,448.2433002,216.0070218,444.4620383,237.9668793,296.4556611,564.7274304,386.8152108,349.91542,356.5254213,202.4554182,636.8559153,476.4818724,632.7999137,285.353201,588.9015371,308.0672592,536.428399,249.2824016,523.2808741,193.8621791,380.40315,357.5902174,605.1769255,624.5568282,330.2530448,263.2078363,709.3092698,464.762838,415.176653,335.4016465,671.5946763,862.8517601,1609.129205,309.1698757,179.7987756,417.9658287,223.584431,402.433035,403.1081206,356.6104409,170.433457,217.4382059,317.1149969,575.4036934,129.7327884,544.084308,424.8002356,193.0244136,717.5834164,1030.165885,313.5088317,652.5098029,293.7000827,470.083492,393.4346276,366.610746,306.1935089,231.4978483,670.5866513,291.4038947,739.5303596,472.9708012,298.870147,705.6991471,312.971303,425.8794894,451.6769062,1109.557356,471.6442669
RPL31,454.2144705,256.1415536,369.437435,306.7686621,570.4144498,462.4663159,465.4254248,485.5296556,544.993798,254.5306044,375.374794,168.2670955,308.1498398,382.4136284,449.1132925,458.4476724,260.6083567,458.4556712,419.0098803,246.5442959,493.457222,263.2218276,459.2869903,390.7427276,339.444599,328.9121631,247.6552606,492.2013487,421.6563787,733.4992995,421.3027483,568.6850908,715.3835327,720.6370671,486.2036015,378.3757857,189.6255038,529.838733,325.3605784,618.815528,429.5782887,360.4673646,204.467959,324.8232515,364.5261254,460.3750945,301.1897763,524.8931326,447.2981765,271.7076751,324.9338678,1021.470931,315.4238047,664.3047576,329.3393773,422.4195803,408.3158235,377.4687283,250.0347285,318.7608596,458.0850588,405.1920724,636.0439234,1088.240836,256.489598,685.3392839,345.9905514,618.8301939,378.938578,1404.672572,810.8776685
EIF4A1,405.1704627,659.6046532,432.0156536,390.668085,371.1905379,719.9528892,699.5884916,473.7663726,704.0923745,321.6082271,390.0921092,273.9370161,405.6834999,354.5295652,408.4025653,490.5716082,490.4523183,374.2654752,368.2205356,343.6118786,322.2617494,361.9341671,459.8403587,436.9955981,804.1351003,472.3170219,439.4673818,322.4187206,470.9833011,537.7934674,416.3459685,411.8760034,525.4723902,534.9719433,770.663967,540.4921915,609.2358048,336.2686039,448.796135,543.386163,414.1913634,430.6463278,435.4666159,228.9331828,446.6010811,516.0969102,261.4151358,456.331835,428.3657228,510.1274399,340.4558277,552.3462464,287.8581073,423.7893874,423.8306823,358.7998513,308.3791841,352.8147083,297.6711226,294.6797723,852.9862576,228.3148195,474.3945535,543.9345819,372.7437127,397.9491362,464.2081299,401.1665555,476.6421295,628.573139,396.9786348
DTNA,510.6098502,214.8679866,451.7902079,487.134907,1498.872889,261.4088799,215.3673865,906.1825992,185.187808,280.622412,388.6195813,322.4046989,315.3984711,250.0734164,733.0163552,464.4463794,278.6927883,523.9464063,311.4696657,288.9503748,559.490832,571.2256944,493.092184,542.2573039,440.9431286,312.2908721,234.0078708,582.8661971,1335.001658,164.8649167,467.4697183,327.9836625,513.1883244,312.7349817,194.5939617,184.7998347,306.7155542,965.1199613,858.1886541,732.2039955,286.8175859,554.6737857,399.9892832,658.8451277,844.8323247,184.7109809,404.8022896,263.9702864,268.1397832,605.6039441,375.8413793,273.0501974,554.198853,238.6368472,278.5262884,349.0134009,469.9365325,269.9230102,366.010761,841.0380571,98.77637197,438.5212822,296.0902564,493.221079,327.382463,372.8263206,406.9881161,700.4736471,418.0592218,197.1148063,395.3913519
APC2,418.3455787,315.1937926,431.5240335,552.4303713,407.0594488,227.1219874,401.1743444,512.4000684,289.1926953,670.7694097,580.7388281,335.6831438,560.8686769,464.3496969,942.5359644,519.8360291,523.059763,713.4136249,489.2946379,542.750182,813.3293257,251.6390053,418.7727291,293.5196297,238.9138249,376.1572501,737.1970597,437.9756831,402.9053603,462.0808779,418.390642,377.4859951,469.9802485,638.6870048,332.4074905,273.1513007,352.4406503,270.0648103,259.8868694,252.4286251,909.1025794,115.7407595,70.99250581,369.5521981,217.6617906,522.1003468,406.5430696,698.7561224,367.2982903,141.0147562,339.8900006,628.4748511,585.0070799,627.2713303,636.8918156,508.3745444,484.2125266,464.2550217,451.3040621,285.8953315,127.3526428,555.0445814,392.37167,462.0301827,397.3183699,853.2955738,350.7261195,470.1735145,442.5918589,373.2804079,332.1747693
RPSAP58,504.0737128,647.1666406,496.9541849,330.3268575,431.5834207,360.0741211,550.9066474,558.5443637,354.8869101,361.7494118,374.5816953,243.7337158,810.4634093,406.5478109,459.0696474,673.2244684,531.5539441,262.353125,481.0068565,325.097937,386.0169495,317.0480547,419.8602218,418.4771998,493.3666601,638.3622145,324.6375943,537.5648556,471.7453242,486.222699,697.0933458,481.0601769,717.418023,720.8213058,814.1316153,351.1384967,396.7770346,362.9774532,285.0872505,385.841529,443.4310813,320.8305932,171.4213177,238.2748694,447.3582121,512.4895042,281.0566879,525.4717628,423.8572103,181.8088067,594.9755222,890.7910276,298.8605123,374.0621212,313.3580127,390.2887197,214.6245241,212.900141,235.8668722,136.0846301,489.7591954,240.2047451,630.1157762,713.8346422,333.6619598,528.4807637,386.1732119,352.2098752,595.3537341,671.3705659,393.9628005
YWHAQ,447.1132505,582.2514552,399.7258872,458.3984608,424.3953559,470.0282529,503.5353329,541.8819174,381.16467,354.7060476,462.2458113,403.2708025,517.8068272,398.6118861,309.0714258,574.2747607,618.2858733,440.6300364,384.3752027,499.3010946,390.7336352,567.1346529,434.800572,529.7372513,370.468513,342.0945669,390.6882022,545.0460021,522.7272679,699.9903386,547.1787934,366.7264956,494.0499215,535.9639777,420.224187,356.9683382,328.8206363,529.6720357,486.5869207,504.2985243,417.4267199,347.1575386,355.0697038,370.5622669,576.152612,385.2886777,436.9407774,442.1878402,450.8345318,529.6278924,430.250594,475.3117818,329.6990762,371.7122535,483.6275535,410.7280431,335.4294184,361.4649031,370.9508742,344.5123392,425.7908493,393.1608267,501.6481726,395.5520607,401.790871,325.4020709,507.97539,383.1527476,513.2852021,381.3435416,360.5346948
AP2M1,492.3764748,492.4313705,371.9955081,326.1728792,405.6418799,374.6938618,364.5236188,526.9470885,316.8326188,391.57677,319.249664,479.1158947,528.4861084,494.6590119,516.0983563,406.5810548,530.407909,420.2168043,344.8316745,415.9385207,381.0080784,365.9054601,322.5509587,408.3879436,408.2782109,381.3676638,352.300603,377.6838681,492.4465929,640.7627861,413.6393099,506.5393331,589.2687955,486.8395289,984.1278532,376.1033963,258.2707889,362.9149424,446.9978081,499.447788,455.5016402,416.2205718,530.4424535,640.219183,443.4114462,586.8547059,366.4749656,437.8481308,443.3408305,413.3530197,341.9352386,570.4211367,423.3090447,524.750113,369.7178248,469.2901378,348.2146671,400.0464338,520.4590579,433.7398901,519.8244839,483.4615326,429.8761141,403.463103,339.6262719,337.3881207,589.184884,385.9830516,331.5841827,349.098242,377.8995345
BAT2L1,409.5831986,600.5650443,501.82162,545.7640811,309.4181017,503.4147335,401.8038488,315.722254,673.3428251,572.6288427,436.1332162,527.0713815,259.3549318,334.21339,383.9948032,460.3140248,442.8228743,515.3063125,302.7943323,559.9114174,389.859379,606.5067959,489.3317939,461.413802,483.7771904,298.2629553,413.3790006,470.9217374,310.0275741,485.5838889,370.6350743,528.7287742,431.2724172,416.2745142,314.0785914,729.1315784,543.9089171,297.7481965,440.3269551,366.6387495,628.0883816,478.1386544,415.2501985,357.7276438,293.8475725,255.3571204,609.4608822,511.2783922,471.4610688,452.2415817,409.2104336,291.6505725,458.3341916,422.9753769,503.8114611,484.0751381,292.4112453,324.0110222,447.8683566,501.2839007,501.0896497,386.4445567,565.5511706,361.5373208,432.8273519,450.1004903,428.6045067,272.3372659,544.1683754,426.9542246,299.1437974
SNRNP200,413.1328723,708.2377991,408.7328828,706.2526699,329.6603408,317.1871486,569.3615293,460.1836391,1071.4999,489.4139303,453.9182495,490.3437908,334.0457134,421.5016242,481.7570867,431.7524696,380.6211379,415.8836148,363.4974333,482.7574336,418.6372172,502.8848874,426.5576221,520.028723,397.8777685,434.3215449,568.0812671,447.4180888,396.8148619,702.2131864,595.1160435,474.5895992,419.4598334,468.8344899,229.5683656,385.0675688,392.785559,348.141639,447.6820128,535.4818392,481.9718139,336.3271595,339.3198916,275.5013458,345.117037,277.2935208,484.310931,560.3823439,458.2440317,357.5457236,338.5059847,310.2068821,389.5607082,415.7665357,492.3832986,416.2606429,297.6500504,263.5461014,426.8067201,367.2904521,588.9210155,339.949093,505.5758754,443.2173258,424.7510448,438.5580298,368.1320145,276.2270301,623.034019,401.3651285,262.2185937
GABBR1,1001.178622,459.6760032,475.2213071,1050.160586,246.3755464,285.7150947,151.7829458,352.4119195,207.735112,586.1674982,511.7881991,367.9975379,376.4147945,576.2003308,914.828237,271.7355601,258.9351431,434.3918826,377.981578,237.5936927,529.7494128,204.2230219,345.9312429,900.3692638,200.4911922,312.9886193,622.7859,351.4480506,320.5854895,188.6529505,675.8733054,626.3357165,850.2039919,654.6800018,103.2666942,203.0572832,157.3492554,405.1303486,269.6165196,110.5661279,385.8933907,97.43483919,90.88293508,622.0252159,396.6780146,135.2893734,602.3950656,350.2829418,393.7645245,240.0303643,257.5321257,375.7965003,467.9565688,774.999403,742.5186479,998.5620623,263.6695828,281.6427385,876.0769523,854.6040432,186.5757308,244.5837657,1101.78167,581.1719552,379.0731523,588.766758,174.1650569,683.7367404,130.3125005,222.0138393,395.010408
SCARB2,498.309854,310.1382777,500.673066,681.2908487,404.0752471,475.2315841,490.3565052,481.9834872,331.0046899,383.1646536,554.2719842,493.0183036,361.4079159,387.2078226,192.4025115,408.1434193,292.399367,410.6057495,385.4054594,452.5692739,388.5422554,329.8854656,469.2724791,322.2412094,312.9223711,341.3220607,347.1224142,549.9781733,460.352867,734.8911769,630.5681822,643.1068081,548.3187662,540.8546515,302.767696,543.6017575,296.4025535,513.2942925,536.4391777,556.8250843,580.622317,532.7031006,987.4292799,329.1938686,431.1714846,342.4432102,394.1153105,442.7278979,580.2650641,385.3526823,423.1264405,355.1179995,354.568884,400.2528556,473.9367267,348.6584779,363.9342353,226.6388112,300.48442,586.3904251,271.4422947,364.3433328,377.059485,406.124994,548.2074236,402.4630602,502.7415117,314.4905955,417.9350922,313.5712132,386.0581505
HTRA1,444.1559811,184.7835799,665.5720834,750.1824444,642.2490289,310.3093881,212.5595241,472.7770845,202.6514533,231.0337135,488.5503333,292.202914,276.6653269,415.9321974,596.8264553,305.7025064,407.8280081,354.4385608,476.5828302,214.3313229,663.7379461,231.057762,562.8996853,673.3590746,165.5865164,267.5853326,313.3146321,721.2570264,1062.908543,149.3880566,570.5185059,549.7168289,511.4377174,836.7570111,636.2278557,180.4274496,177.3268972,502.2716141,487.7462797,813.4588036,476.7061338,380.8711788,776.5309215,338.6211886,425.0764782,543.7688315,271.2538282,343.7052835,415.4373209,183.2010915,237.874292,277.5442492,385.5069305,649.6352075,295.2302139,655.0395122,496.7122038,380.644871,397.2359751,830.6312732,131.5063114,338.246143,696.4963944,311.3666389,281.2681609,374.0303976,388.2474656,587.5879637,110.1625751,232.1902223,441.1684985
EIF4A2,363.3866455,448.4868428,402.7568795,355.1938446,354.5651469,328.3500058,367.1729704,365.0962931,234.2323101,515.5342587,465.0481013,598.0811592,545.7776879,454.897787,370.7681931,347.8518025,590.6893493,467.5122455,374.8302153,196.1540013,370.9694714,358.8519349,369.7509531,480.154926,463.7176518,609.5054655,361.4832443,404.9144106,430.6404585,658.1301071,497.6343154,597.0467824,597.6669806,560.0153625,333.5851773,401.2250164,272.1903,453.9926947,310.1559247,390.217093,535.8032754,378.5983517,400.5857292,650.3071758,468.8156171,317.6013834,434.9398775,461.6297583,493.1459883,332.0205528,397.3251697,581.6636045,347.3317736,425.2572547,377.7510091,412.2938719,395.1637841,359.3720912,500.2325741,275.3550088,386.9271922,433.478775,423.5576321,539.1946778,486.939894,551.221418,260.6807866,394.0929683,424.3069373,660.6823477,400.4706475
SORL1,842.0315824,233.5105711,356.7545489,601.739262,644.8984768,597.788939,330.1726266,360.7317773,282.0881883,338.2810363,470.3090068,699.3088657,343.0096696,521.0780918,350.9860561,407.2754355,561.5342213,474.9464401,278.7136872,318.4252474,446.6660215,156.6509261,354.0226713,462.3632754,165.5421659,418.1737296,480.5354421,480.2439473,559.3130337,119.8262138,565.4173096,655.2819708,350.7129921,391.0527185,98.2658836,115.9230336,197.5071479,674.9046938,502.2097019,465.4134286,460.2407563,503.8622673,592.0997003,353.7150636,493.1706473,254.0276824,551.3488414,669.7816895,635.8026526,236.0884642,358.9366043,468.4091597,501.1515501,338.335036,489.8330819,319.9515691,509.7594466,312.640918,453.8375022,1281.282193,130.6851278,1035.129625,245.9327572,379.4314484,459.0579528,377.8068278,186.48999,315.0348863,236.1513286,205.9062396,434.5336685
PYGB,292.9206817,319.0896072,398.1136526,892.2713644,366.5913301,258.8342191,584.7141874,396.6026456,365.6576827,290.2892136,484.6905728,378.3675752,557.0102997,405.5889741,1028.018302,346.3625405,1083.896964,264.0987279,489.2488788,308.6232995,513.1587801,147.5753877,368.5690583,427.1753433,189.0041392,270.7999484,410.0431038,389.5583718,597.8742162,313.5258697,574.57151,553.7281841,498.8995796,628.4680106,419.8178695,174.581935,264.0452561,334.7435618,257.3007506,381.3867705,544.1068477,368.5600209,482.2610772,369.1392749,626.7611217,487.8079449,215.9266091,469.3448008,423.7898462,270.3347303,322.011754,419.82643,575.6615016,459.7523727,376.7096698,430.2487396,331.3161283,274.5025669,329.6823269,1657.492745,292.5919051,334.6411901,395.1122829,369.0575372,275.8372435,262.9542053,470.4940839,481.9685431,242.8748644,189.0459537,423.200492
FKBP8,392.6579957,342.1537193,415.8696942,320.9756582,428.0585036,270.969326,307.0983551,445.748912,490.7741994,371.1025381,330.7231957,400.7476837,588.3288189,434.6193595,837.0504896,495.5586335,469.8743398,362.7763587,471.0376479,322.4978889,514.5362202,262.1402904,337.1276489,367.371963,332.3705309,316.6517836,414.6689461,425.9279306,494.7196701,469.8109958,396.1927612,427.1185487,533.8171104,478.5823363,1016.633105,234.2124793,294.9437417,427.6757916,289.7436791,370.7151506,409.1636525,281.7103684,267.8772594,724.709308,424.6018698,677.1667572,323.3547906,348.2378714,343.8177443,382.1427012,419.7454844,713.3201471,484.7126018,580.5537181,392.9673108,539.5855342,543.7661119,404.3059174,350.3515524,367.5293858,343.7900362,451.5698771,537.5829973,459.5618353,276.8555379,369.3782779,326.2851289,404.8971216,298.8974462,404.0145997,546.8178312
EIF3L,398.1016377,372.5629704,548.1371558,430.7621567,297.1988531,444.4257034,584.3065914,454.250626,298.4729287,372.7279295,460.5803,384.5996912,520.241482,294.057615,381.6385749,555.333513,560.0443741,436.2146963,517.1263084,338.9495115,484.5873457,296.9533461,353.9166073,446.5923999,311.2148361,560.6383701,315.7541335,592.8963243,434.6995321,360.5796808,485.2423767,674.2905493,695.085943,646.9420186,332.2724658,478.8936069,133.5017035,422.7791372,322.9658462,706.0694113,497.5258248,328.9749005,210.0409711,203.3861606,340.2959935,435.6668259,292.1624597,557.1613113,466.6134045,319.7607388,496.9036967,571.3610667,284.8588061,351.1338193,434.174577,384.1089077,273.6515064,334.2583942,400.0788672,197.2510317,396.0104618,264.7980279,643.1674574,666.7415576,444.4381201,525.6621278,218.2067952,329.5946348,637.3913618,655.6543731,414.2164914
RPS17,348.110545,646.7154625,383.0231689,202.5208088,514.8451749,348.4611509,902.47788,384.668422,356.002388,201.3774479,295.5888155,193.2712486,572.863225,461.6300626,433.476917,341.0196428,425.3623457,317.3086656,694.996426,389.7539737,406.3028784,447.4598673,387.5702743,166.3043441,499.3984734,588.8970582,422.5397861,375.1556145,609.9973113,565.2897209,312.3142161,324.3351453,461.0959144,690.4388448,647.0733591,348.4586489,213.007047,355.934608,320.7421624,412.094913,484.7464241,274.3753299,260.2912579,186.5135443,264.8578452,747.7656158,261.8232271,382.8012788,304.1937464,239.5691684,402.3818722,867.6158372,291.0513888,353.8258975,306.238651,287.6119275,328.7747972,312.3208399,244.5120613,336.1231987,394.049685,244.6722275,683.2983355,703.7841393,369.1811273,509.1334208,274.887017,398.0934966,869.5085615,1096.340095,582.7538389
RPL26,405.3347137,470.5764105,525.2434699,191.3107495,362.9051422,520.8372486,573.573323,386.2369193,594.2211654,158.6610209,392.5057779,279.0322119,634.7532589,403.7732989,333.129897,483.0790134,519.7956287,274.223196,647.1502725,281.0351878,479.2445539,223.1264668,473.2575789,316.6181716,263.3595166,668.5397045,309.7014106,366.659021,468.3898285,477.6221338,421.8384909,473.9647145,650.918583,570.7848883,546.8071524,477.6868885,311.7606182,475.2879275,206.9543412,385.8019344,340.6085368,363.4633685,221.2615476,162.8309021,445.0850732,561.0512627,211.5060167,457.2707572,380.5621393,214.4694195,335.9944153,620.7074877,225.9422298,549.6860668,437.2135855,356.2371021,289.7902663,384.387305,384.7924967,281.1690053,419.6403693,306.5314214,537.9001405,821.4297773,449.1659277,510.5564229,275.610596,492.8271213,479.0675678,1208.400779,463.1047016
Sep-07,521.4971341,373.2487563,667.7862148,322.549999,423.7733129,569.0535857,309.3401163,457.978645,403.0902321,318.5767322,333.4726135,467.4842953,400.5560608,418.7271122,257.7880296,380.9660051,478.9051007,353.4938849,446.3418826,323.9474727,340.3318796,641.3377216,459.9840017,690.2721228,292.9419991,654.4103605,294.373985,326.1862312,442.0058612,633.990358,489.2720877,407.5052383,524.4726496,539.5147408,302.5801667,476.6368907,385.3091383,602.2466891,516.9962282,500.4773325,355.2714336,560.7174498,287.6157825,437.6969775,662.9314645,235.2226928,339.3930109,344.5539369,445.6647194,436.3643441,471.2808883,331.2672256,299.3827762,325.5818793,352.971392,331.4552102,329.4035819,357.0084529,317.0524269,537.1440371,376.3188704,639.3590754,396.5760203,364.0820386,447.9536683,349.510996,424.9328353,363.7760294,513.2852021,401.0339439,398.2802031
TXNIP,504.2997437,594.3249234,512.6035746,196.8493891,461.3724203,406.0938922,191.1835616,378.2353071,408.6859134,317.3220417,465.4710895,298.2079469,300.3202141,165.7771752,770.0017702,279.7209754,136.6761335,361.4209564,341.4076035,236.9494344,369.0285308,248.6288717,463.4690743,599.1759425,192.286152,451.092354,423.4833636,854.5913486,817.1993961,765.9903191,572.3819532,656.7131594,481.9849243,295.8353689,362.808653,612.7919943,500.7377625,584.056144,250.1925736,690.6856414,435.3097812,1125.274603,543.5641881,259.1623535,174.0323134,316.0788194,588.5128508,311.5914054,183.7388175,137.1591029,593.0676988,262.975308,305.5504922,300.4862268,316.0357408,359.9324687,476.3553573,378.9460072,308.710167,688.3078831,441.443572,160.0111729,501.1358648,186.9045694,380.6733366,812.2600452,178.3376851,375.2605461,415.9697541,573.9723087,432.1844979
